"time","_geo","geo","value","unit","_unit","age","_age","wstatus","_wstatus","sex","_sex","deg_urb","_deg_urb","_flag"
2018,"MK","North Macedonia",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"MK","North Macedonia",1.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"MK","North Macedonia",4.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2006,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2007,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2012,"MT","Malta",5.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"MT","Malta",4.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2018,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"MT","Malta",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"MT","Malta",4.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"NL","Netherlands",4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2006,"NL","Netherlands",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"NL","Netherlands",2.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"NL","Netherlands",2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"NL","Netherlands",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"NL","Netherlands",3.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"NL","Netherlands",2.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"NL","Netherlands",3.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"NL","Netherlands",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2014,"NL","Netherlands",3.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"NL","Netherlands",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"NL","Netherlands",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"NL","Netherlands",3.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"NL","Netherlands",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"NL","Netherlands",2.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2020,"NL","Netherlands",2.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2005,"NO","Norway",3.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"NO","Norway",5.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"NO","Norway",4.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"NO","Norway",4.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"NO","Norway",5.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"NO","Norway",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"NO","Norway",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"NO","Norway",4.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"NO","Norway",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2006,"PL","Poland",3.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2007,"PL","Poland",2.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"PL","Poland",2.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2009,"PL","Poland",2.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"PL","Poland",2.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2011,"PL","Poland",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"PL","Poland",4.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"PL","Poland",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2014,"PL","Poland",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"PL","Poland",3.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"PL","Poland",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"PL","Poland",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"PL","Poland",2.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2019,"PL","Poland",2.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"PL","Poland",4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"PT","Portugal",7.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2006,"PT","Portugal",7.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2007,"PT","Portugal",6.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"PT","Portugal",5.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"PT","Portugal",8.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"PT","Portugal",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"PT","Portugal",9.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2012,"PT","Portugal",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"PT","Portugal",10.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"PT","Portugal",9.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"PT","Portugal",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"PT","Portugal",7.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"PT","Portugal",5.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"PT","Portugal",3.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"PT","Portugal",5.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"PT","Portugal",5.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"RO","Romania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"RO","Romania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2011,"RO","Romania",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"RO","Romania",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"RO","Romania",7.9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"RO","Romania",8.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"RO","Romania",9,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"RO","Romania",7.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"RO","Romania",7.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"RO","Romania",6.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2019,"RO","Romania",7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2020,"RO","Romania",6.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"RS","Serbia",5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"RS","Serbia",3.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"RS","Serbia",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"RS","Serbia",2.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"RS","Serbia",3.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"RS","Serbia",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"RS","Serbia",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"SE","Sweden",5.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2006,"SE","Sweden",5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2007,"SE","Sweden",4.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2008,"SE","Sweden",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2009,"SE","Sweden",3.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"SE","Sweden",4.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2011,"SE","Sweden",4.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2012,"SE","Sweden",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2013,"SE","Sweden",3.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"SE","Sweden",3.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"SE","Sweden",3.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2016,"SE","Sweden",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"SE","Sweden",2.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2018,"SE","Sweden",3.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2019,"SE","Sweden",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"SE","Sweden",4.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2005,"SI","Slovenia",3.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2006,"SI","Slovenia",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2007,"SI","Slovenia",2.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2008,"SI","Slovenia",2.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2009,"SI","Slovenia",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2010,"SI","Slovenia",3.6,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"SI","Slovenia",2.8,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2012,"SI","Slovenia",2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"SI","Slovenia",4.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2014,"SI","Slovenia",3.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2015,"SI","Slovenia",3.5,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"SI","Slovenia",4.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2017,"SI","Slovenia",2.7,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2018,"SI","Slovenia",2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2019,"SI","Slovenia",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2020,"SI","Slovenia",3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2007,"SK","Slovakia",6.2,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2008,"SK","Slovakia",5.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2009,"SK","Slovakia",4.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2010,"SK","Slovakia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2011,"SK","Slovakia",,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2012,"SK","Slovakia",3.1,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","bu"
2013,"SK","Slovakia",3.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2014,"SK","Slovakia",3.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","b"
2015,"SK","Slovakia",3.4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2","u"
2016,"SK","Slovakia",4,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
2017,"SK","Slovakia",5.3,"Percentage","PC","18-24","Y18-24","Not employed persons","NEMP","Men","M","Towns and suburbs","DEG2",
