"time,""_geo"",""geo"",""value"",""UNIT"",""_UNIT"",""EGROUP"",""_EGROUP"",""POSITION"",""_POSITION"",""sex"",""_sex"""
"2005,""NL"",""Netherlands"",38,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2006,""NL"",""Netherlands"",37,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2007,""NL"",""Netherlands"",38,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2008,""NL"",""Netherlands"",38,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2009,""NL"",""Netherlands"",38,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2010,""NL"",""Netherlands"",36,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2011,""NL"",""Netherlands"",37,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2012,""NL"",""Netherlands"",35,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2013,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2014,""NL"",""Netherlands"",33,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2015,""NL"",""Netherlands"",35,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2016,""NL"",""Netherlands"",35,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2017,""NL"",""Netherlands"",35,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2018,""NL"",""Netherlands"",37,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2019,""NL"",""Netherlands"",34,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2020,""NL"",""Netherlands"",37,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2021,""NL"",""Netherlands"",35,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Total"",""T"""
"2003,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2004,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2005,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2006,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2007,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2008,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2009,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2010,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2011,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2012,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2013,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2014,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2015,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2016,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2017,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2018,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2019,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2020,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2021,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Women"",""W"""
"2003,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2004,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2005,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2006,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2007,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2008,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2009,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2010,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2011,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2012,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2013,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2014,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2015,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2016,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2017,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2018,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2019,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2020,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2021,""NL"",""Netherlands"",0,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Men"",""M"""
"2003,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2004,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2005,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2006,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2007,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2008,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2009,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2010,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2011,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2012,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2013,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2014,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2015,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2016,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2017,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2018,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2019,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2020,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2021,""NL"",""Netherlands"",1,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""President: President of the court"",""PRES_CRT"",""Total"",""T"""
"2003,""NO"",""Norway"",5,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2004,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2005,""NO"",""Norway"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2006,""NO"",""Norway"",6,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2007,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2008,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2009,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2010,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2011,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2012,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2013,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2014,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2015,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2016,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2017,""NO"",""Norway"",7,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2018,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2019,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2020,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
"2021,""NO"",""Norway"",8,""Number of persons (headcount)"",""NR"",""National courts: Supreme courts"",""CRTS_NAT_SUP"",""Members: Judges of the court"",""MEMB_CRT"",""Women"",""W"""
